,q0001,q0002,q0009,q0025,q0026,q0028,q0029,q0030
793,Somewhat masculine,Somewhat important,employed,True,straight,white,graduate,midwest
794,Very masculine,Very important,not_employed,True,straight,white,high_school,midwest
795,Very masculine,Not too important,employed,True,straight,not_white,college_graduate,midwest
796,Somewhat masculine,Not too important,employed,False,straight,white,high_school,northeast
797,Very masculine,Somewhat important,employed,True,straight,white,graduate,west
798,Somewhat masculine,Somewhat important,employed,True,straight,white,high_school,southeast
799,Not very masculine,Not too important,not_employed,False,straight,white,college_graduate,west
800,Very masculine,Not too important,not_employed,True,straight,white,graduate,midwest
801,Somewhat masculine,Somewhat important,employed,True,straight,white,high_school,west
802,Not at all masculine,Not at all important,employed,False,straight,not_white,college_graduate,midwest
803,Somewhat masculine,Somewhat important,not_employed,True,not_straight,white,college_graduate,northeast
804,Very masculine,Somewhat important,not_employed,True,straight,white,high_school,west
805,Very masculine,Very important,employed,True,straight,white,college_graduate,northeast
806,Very masculine,Very important,not_employed,True,straight,white,high_school,midwest
807,Very masculine,Somewhat important,not_employed,True,straight,white,high_school,midwest
808,Very masculine,Not too important,employed,False,not_straight,white,college_graduate,northeast
809,Very masculine,Not too important,not_employed,True,straight,white,graduate,midwest
810,Very masculine,Somewhat important,not_employed,True,straight,white,high_school,northeast
811,Very masculine,Very important,employed,True,straight,not_white,college_graduate,northeast
812,Somewhat masculine,Not too important,employed,False,straight,white,high_school,northeast
813,Somewhat masculine,Somewhat important,not_employed,True,straight,white,high_school,northeast
814,Somewhat masculine,Not too important,employed,True,straight,white,college_graduate,northeast
815,Not very masculine,Not too important,not_employed,False,straight,white,college_graduate,southeast
816,No answer,Not at all important,employed,True,straight,white,graduate,southeast
817,Somewhat masculine,Somewhat important,not_employed,False,straight,white,high_school,west
818,Very masculine,Not too important,employed,True,straight,white,no_high_school,northeast
819,Very masculine,Not too important,not_employed,False,not_straight,white,graduate,southeast
820,Very masculine,Very important,not_employed,False,straight,not_white,high_school,midwest
821,Very masculine,Somewhat important,employed,True,straight,white,graduate,southeast
822,Somewhat masculine,Somewhat important,not_employed,False,not_straight,white,high_school,southeast
823,Very masculine,Not too important,not_employed,False,straight,white,high_school,northeast
824,Very masculine,Somewhat important,employed,True,straight,white,college_graduate,west
825,Somewhat masculine,Somewhat important,employed,False,straight,white,graduate,northeast
826,Somewhat masculine,Somewhat important,employed,True,straight,not_white,graduate,west
827,Somewhat masculine,Somewhat important,not_employed,True,straight,white,college_graduate,west
828,Not very masculine,Not too important,not_employed,False,straight,white,high_school,northeast
829,Somewhat masculine,Somewhat important,not_employed,False,straight,white,graduate,midwest
830,Very masculine,Not too important,not_employed,False,straight,white,high_school,west
831,Very masculine,Somewhat important,not_employed,True,straight,not_white,college_graduate,southeast
832,Very masculine,Somewhat important,not_employed,True,straight,white,college_graduate,northeast
833,Somewhat masculine,Not at all important,not_employed,False,not_straight,white,high_school,west
834,Somewhat masculine,Not too important,not_employed,True,straight,white,graduate,southeast
835,Very masculine,Somewhat important,employed,False,straight,not_white,graduate,midwest
836,Very masculine,Not too important,not_employed,True,straight,white,high_school,southeast
837,Very masculine,Not too important,employed,True,straight,not_white,college_graduate,midwest
838,Very masculine,Not too important,employed,True,straight,white,graduate,southeast
839,Somewhat masculine,Somewhat important,employed,True,straight,white,high_school,midwest
840,Not very masculine,Not too important,not_employed,True,straight,not_white,graduate,west
841,Not very masculine,Not at all important,not_employed,False,straight,not_white,high_school,west
842,Somewhat masculine,Somewhat important,employed,True,straight,white,graduate,northeast
843,Somewhat masculine,Somewhat important,not_employed,True,straight,white,graduate,midwest
844,Very masculine,Not too important,not_employed,False,straight,white,graduate,southwest
845,Very masculine,Somewhat important,not_employed,False,not_straight,white,graduate,northeast
846,Very masculine,Somewhat important,not_employed,True,straight,white,graduate,midwest
847,Somewhat masculine,Somewhat important,employed,True,straight,white,college_graduate,southwest
848,Somewhat masculine,Somewhat important,not_employed,True,straight,white,high_school,west
849,Somewhat masculine,Not too important,not_employed,True,straight,white,graduate,west
850,Somewhat masculine,Not at all important,not_employed,False,straight,white,high_school,midwest
851,Very masculine,Very important,not_employed,True,straight,not_white,graduate,west
852,Very masculine,Not at all important,employed,True,straight,white,graduate,northeast
853,Somewhat masculine,Somewhat important,employed,True,straight,white,high_school,southeast
854,Somewhat masculine,Not too important,not_employed,False,straight,white,high_school,southeast
855,Somewhat masculine,Not too important,not_employed,True,straight,white,graduate,west
856,Very masculine,Very important,not_employed,True,straight,white,graduate,southeast
857,Somewhat masculine,Not at all important,employed,True,straight,white,college_graduate,midwest
858,Somewhat masculine,Somewhat important,employed,True,straight,white,college_graduate,midwest
859,Somewhat masculine,Not too important,not_employed,True,straight,white,college_graduate,northeast
860,Very masculine,Not at all important,employed,False,straight,white,college_graduate,northeast
861,Somewhat masculine,Not too important,not_employed,True,straight,white,college_graduate,northeast
862,Very masculine,Not too important,employed,True,straight,white,high_school,southwest
863,Very masculine,Somewhat important,employed,False,not_straight,white,college_graduate,midwest
864,Somewhat masculine,Not too important,not_employed,True,straight,white,college_graduate,northeast
865,Very masculine,Very important,not_employed,True,straight,not_white,graduate,southeast
866,Very masculine,Somewhat important,employed,True,straight,white,graduate,southeast
867,Very masculine,Not too important,employed,True,straight,white,college_graduate,southwest
868,Somewhat masculine,Somewhat important,employed,False,straight,not_white,high_school,southwest
869,Not very masculine,Not too important,employed,False,straight,white,high_school,midwest
870,Very masculine,Very important,not_employed,True,straight,white,high_school,west
871,Somewhat masculine,Not too important,not_employed,True,straight,white,college_graduate,southwest
872,Somewhat masculine,Somewhat important,not_employed,False,straight,white,high_school,northeast
873,Very masculine,Somewhat important,employed,False,straight,white,high_school,southeast
874,Somewhat masculine,Somewhat important,not_employed,False,not_straight,white,high_school,midwest
875,Somewhat masculine,Somewhat important,not_employed,False,straight,white,graduate,southeast
876,Somewhat masculine,Somewhat important,not_employed,True,straight,white,graduate,midwest
877,Somewhat masculine,Not too important,not_employed,True,straight,white,graduate,northeast
878,Not very masculine,Not at all important,not_employed,True,straight,white,graduate,midwest
879,Somewhat masculine,Somewhat important,employed,True,straight,white,college_graduate,southeast
880,Very masculine,Not at all important,employed,False,straight,not_white,college_graduate,northeast
881,Somewhat masculine,Not too important,employed,True,straight,not_white,high_school,west
882,Not very masculine,Somewhat important,not_employed,False,not_straight,white,graduate,northeast
883,Very masculine,Not too important,not_employed,True,straight,white,high_school,southwest
884,Somewhat masculine,Somewhat important,not_employed,True,straight,white,graduate,west
885,Not very masculine,Not at all important,not_employed,False,straight,not_white,graduate,midwest
886,Very masculine,Somewhat important,not_employed,True,straight,white,high_school,southeast
887,Somewhat masculine,Not too important,employed,False,straight,white,college_graduate,midwest
888,Somewhat masculine,Somewhat important,not_employed,True,straight,white,high_school,northeast
889,Somewhat masculine,Not too important,not_employed,True,straight,white,high_school,southeast
890,Somewhat masculine,Not at all important,not_employed,False,straight,white,high_school,west
891,Somewhat masculine,Very important,employed,True,straight,white,high_school,southwest
892,Somewhat masculine,Somewhat important,not_employed,True,straight,white,college_graduate,southeast
893,Somewhat masculine,Somewhat important,not_employed,True,straight,white,graduate,midwest
894,Somewhat masculine,Somewhat important,not_employed,False,straight,not_white,college_graduate,southeast
895,Very masculine,Not too important,not_employed,True,straight,white,college_graduate,northeast
896,Not very masculine,Somewhat important,employed,True,straight,white,graduate,northeast
897,Somewhat masculine,Somewhat important,not_employed,True,straight,white,graduate,northeast
898,Very masculine,Very important,not_employed,True,straight,white,high_school,midwest
899,Somewhat masculine,Somewhat important,employed,True,not_straight,white,graduate,west
900,Somewhat masculine,Not too important,not_employed,True,straight,white,college_graduate,southwest
901,Very masculine,Somewhat important,not_employed,True,straight,not_white,college_graduate,southeast
902,Very masculine,Not at all important,not_employed,True,straight,white,graduate,west
903,Somewhat masculine,Somewhat important,employed,False,straight,not_white,college_graduate,southwest
904,Not very masculine,Not too important,employed,True,straight,white,high_school,west
905,Very masculine,Very important,not_employed,True,straight,not_white,no_high_school,northeast
906,Somewhat masculine,Not too important,not_employed,True,straight,white,college_graduate,northeast
907,Somewhat masculine,Not too important,not_employed,True,straight,white,college_graduate,west
908,Very masculine,Somewhat important,employed,False,straight,white,high_school,midwest
909,Somewhat masculine,Somewhat important,employed,False,not_straight,white,college_graduate,southeast
910,Somewhat masculine,Not too important,employed,True,straight,white,high_school,midwest
911,Very masculine,Somewhat important,not_employed,True,straight,not_white,high_school,southeast
912,Very masculine,Very important,not_employed,True,straight,white,graduate,southeast
913,Very masculine,Somewhat important,employed,True,straight,white,high_school,midwest
914,Somewhat masculine,Somewhat important,employed,True,straight,white,graduate,southeast
915,Somewhat masculine,Somewhat important,employed,True,straight,white,college_graduate,west
916,Very masculine,Not too important,not_employed,True,straight,not_white,high_school,southeast
917,Very masculine,Not at all important,employed,True,straight,white,high_school,southeast
918,Somewhat masculine,Not too important,employed,True,straight,white,graduate,northeast
919,Somewhat masculine,Not too important,not_employed,True,straight,white,college_graduate,west
920,Somewhat masculine,Somewhat important,employed,False,straight,white,high_school,southeast
921,Somewhat masculine,Very important,employed,False,not_straight,white,graduate,northeast
922,Somewhat masculine,Somewhat important,employed,True,straight,white,college_graduate,southeast
923,Somewhat masculine,Somewhat important,employed,True,straight,white,high_school,midwest
924,Somewhat masculine,Somewhat important,employed,True,straight,white,graduate,southeast
925,Somewhat masculine,Not too important,not_employed,True,straight,white,college_graduate,northeast
926,Very masculine,Not at all important,employed,False,straight,not_white,college_graduate,southeast
927,Very masculine,Somewhat important,not_employed,True,straight,white,high_school,midwest
928,Somewhat masculine,Somewhat important,not_employed,True,straight,white,graduate,midwest
929,Somewhat masculine,Somewhat important,employed,True,straight,white,high_school,southeast
930,Somewhat masculine,Somewhat important,not_employed,True,straight,white,high_school,southwest
931,Somewhat masculine,Not too important,employed,True,straight,white,college_graduate,northeast
932,Very masculine,Somewhat important,not_employed,False,straight,white,graduate,southeast
933,Somewhat masculine,Somewhat important,employed,True,straight,white,college_graduate,northeast
934,Very masculine,Very important,not_employed,True,straight,not_white,high_school,midwest
935,No answer,No answer,not_employed,False,straight,white,college_graduate,west
936,Somewhat masculine,Not too important,not_employed,False,straight,white,high_school,southeast
937,Not very masculine,Not too important,employed,True,not_straight,not_white,high_school,west
938,Somewhat masculine,Somewhat important,employed,True,straight,white,college_graduate,west
939,Very masculine,Somewhat important,employed,False,straight,white,high_school,northeast
940,No answer,Not too important,employed,True,straight,white,high_school,west
941,Very masculine,Very important,not_employed,True,not_straight,white,graduate,northeast
942,Somewhat masculine,Somewhat important,employed,True,straight,not_white,high_school,southwest
943,Very masculine,Somewhat important,not_employed,True,straight,white,college_graduate,southwest
944,Somewhat masculine,Very important,not_employed,False,straight,white,high_school,northeast
945,Not very masculine,Not too important,employed,False,straight,white,graduate,southeast
946,Very masculine,Not too important,employed,True,straight,white,graduate,southwest
947,Somewhat masculine,Not too important,not_employed,True,straight,white,college_graduate,southeast
948,Somewhat masculine,Not at all important,not_employed,False,straight,white,high_school,southeast
949,Very masculine,Not too important,employed,False,straight,white,college_graduate,midwest
950,Somewhat masculine,Somewhat important,not_employed,False,not_straight,white,graduate,west
951,Very masculine,Not at all important,employed,True,straight,white,graduate,west
952,Somewhat masculine,Somewhat important,employed,True,straight,white,graduate,northeast
953,Somewhat masculine,Not at all important,not_employed,True,straight,white,high_school,southeast
954,Somewhat masculine,Not too important,employed,True,straight,white,college_graduate,west
955,Somewhat masculine,Somewhat important,not_employed,True,straight,white,college_graduate,southwest
956,Not very masculine,Not at all important,not_employed,True,straight,white,high_school,west
957,Very masculine,Very important,not_employed,True,straight,white,graduate,west
958,Somewhat masculine,Somewhat important,not_employed,False,straight,white,college_graduate,southeast
959,Very masculine,Very important,employed,True,straight,white,high_school,southeast
960,Very masculine,Not at all important,employed,True,straight,not_white,college_graduate,west
961,Very masculine,Not at all important,employed,False,not_straight,white,high_school,northeast
962,Somewhat masculine,Not too important,not_employed,True,straight,white,graduate,northeast
963,Very masculine,Somewhat important,employed,False,straight,white,high_school,midwest
964,Somewhat masculine,Not too important,not_employed,False,straight,white,graduate,west
965,Very masculine,Not too important,not_employed,True,straight,white,graduate,southeast
966,Very masculine,Not at all important,employed,False,straight,white,graduate,northeast
967,Very masculine,Somewhat important,employed,False,straight,white,college_graduate,northeast
968,Very masculine,Not too important,employed,True,straight,white,high_school,west
969,Somewhat masculine,Not at all important,not_employed,False,not_straight,white,graduate,southeast
970,Very masculine,Not too important,not_employed,True,straight,white,college_graduate,midwest
971,Very masculine,Not too important,employed,True,straight,white,high_school,midwest
972,Very masculine,Somewhat important,not_employed,True,straight,white,college_graduate,northeast
973,Somewhat masculine,Somewhat important,not_employed,False,straight,white,high_school,southeast
974,Very masculine,Not at all important,employed,True,straight,white,college_graduate,midwest
975,Somewhat masculine,Somewhat important,not_employed,True,straight,white,high_school,southeast
976,Very masculine,Not at all important,not_employed,True,straight,white,college_graduate,midwest
977,Very masculine,Not too important,employed,True,straight,white,college_graduate,northeast
978,Somewhat masculine,Not too important,employed,False,not_straight,white,high_school,west
979,Somewhat masculine,Somewhat important,not_employed,True,straight,white,college_graduate,southeast
980,Somewhat masculine,Not too important,employed,True,straight,white,high_school,west
981,Very masculine,Not at all important,not_employed,True,not_straight,not_white,college_graduate,northeast
982,Very masculine,Somewhat important,not_employed,False,not_straight,white,graduate,southeast
983,Very masculine,Not too important,not_employed,True,straight,white,college_graduate,southwest
984,Not very masculine,Somewhat important,employed,False,straight,not_white,college_graduate,west
985,Not very masculine,Somewhat important,employed,True,straight,not_white,graduate,west
986,Somewhat masculine,Not too important,employed,True,straight,white,high_school,west
987,Not very masculine,Somewhat important,employed,True,straight,white,college_graduate,southeast
988,Somewhat masculine,Not too important,employed,True,straight,white,high_school,west
989,Somewhat masculine,Somewhat important,employed,True,straight,not_white,high_school,southeast
990,Not very masculine,Not too important,not_employed,True,straight,white,high_school,northeast
991,Very masculine,Not too important,not_employed,True,straight,white,high_school,southeast
992,Somewhat masculine,Somewhat important,not_employed,True,straight,white,graduate,northeast
993,Somewhat masculine,Not too important,employed,False,straight,white,high_school,west
994,Somewhat masculine,Not at all important,not_employed,True,straight,white,college_graduate,west
995,Very masculine,Somewhat important,employed,True,straight,not_white,graduate,west
996,Somewhat masculine,Not too important,employed,False,straight,white,high_school,west
997,Very masculine,Not too important,not_employed,True,straight,not_white,graduate,southwest
998,Somewhat masculine,Not too important,not_employed,True,straight,white,high_school,northeast
999,Somewhat masculine,Not too important,employed,False,straight,white,college_graduate,southwest
1000,Somewhat masculine,Somewhat important,employed,True,straight,white,graduate,northeast
1001,Not very masculine,Not too important,employed,False,not_straight,white,graduate,northeast
1002,Not very masculine,Not too important,not_employed,False,straight,white,high_school,southwest
1003,Somewhat masculine,No answer,employed,False,straight,not_white,college_graduate,west
1004,Not very masculine,Not at all important,employed,False,straight,white,high_school,southeast
1005,Very masculine,Not too important,not_employed,True,straight,white,high_school,southeast
1006,Somewhat masculine,Not too important,employed,True,not_straight,white,high_school,southeast
1007,Somewhat masculine,Somewhat important,not_employed,True,not_straight,white,graduate,northeast
1008,Somewhat masculine,Somewhat important,employed,True,straight,white,college_graduate,midwest
1009,Very masculine,Somewhat important,not_employed,True,straight,white,graduate,northeast
1010,Somewhat masculine,Not at all important,employed,True,not_straight,white,high_school,west
1011,Somewhat masculine,Not too important,employed,True,straight,white,high_school,southeast
1012,Somewhat masculine,Somewhat important,employed,True,straight,white,college_graduate,southeast
1013,Somewhat masculine,Not too important,employed,False,straight,not_white,graduate,southwest
1014,Very masculine,Very important,not_employed,True,not_straight,white,high_school,northeast
1015,Very masculine,Not too important,employed,False,straight,not_white,college_graduate,southeast
1016,Somewhat masculine,Not at all important,not_employed,True,straight,white,college_graduate,southeast
1017,Very masculine,Somewhat important,employed,False,straight,white,college_graduate,northeast
1018,Somewhat masculine,Somewhat important,not_employed,True,straight,white,graduate,southeast
1019,Somewhat masculine,Somewhat important,not_employed,True,straight,white,college_graduate,southeast
1020,Somewhat masculine,Very important,not_employed,True,straight,white,college_graduate,southwest
1021,Somewhat masculine,Not at all important,not_employed,False,not_straight,white,college_graduate,west
1022,Somewhat masculine,Not at all important,employed,False,straight,white,high_school,northeast
1023,Very masculine,Not at all important,not_employed,False,not_straight,white,graduate,midwest
1024,Somewhat masculine,Somewhat important,not_employed,True,straight,white,graduate,midwest
1025,Not very masculine,Not too important,employed,True,straight,not_white,high_school,southwest
1026,Somewhat masculine,Not too important,employed,True,straight,white,high_school,midwest
1027,Somewhat masculine,Not at all important,not_employed,False,straight,white,college_graduate,midwest
1028,Somewhat masculine,Not too important,not_employed,False,not_straight,white,graduate,northeast
1029,Very masculine,Not at all important,employed,False,straight,white,high_school,northeast
1030,Very masculine,Very important,employed,False,straight,white,college_graduate,west
1031,Somewhat masculine,Not at all important,not_employed,False,not_straight,white,college_graduate,midwest
1032,Somewhat masculine,Not too important,not_employed,False,not_straight,white,graduate,southeast
1033,Somewhat masculine,Somewhat important,employed,True,straight,white,high_school,west
1034,Somewhat masculine,Not too important,employed,False,straight,white,college_graduate,southwest
1035,Somewhat masculine,Not at all important,employed,False,straight,white,college_graduate,southwest
1036,Very masculine,Somewhat important,not_employed,True,straight,white,graduate,west
1037,Somewhat masculine,Not too important,not_employed,True,straight,white,graduate,midwest
1038,Somewhat masculine,Somewhat important,not_employed,True,straight,white,graduate,west
1039,Somewhat masculine,Somewhat important,not_employed,True,straight,white,high_school,midwest
1040,Very masculine,Very important,not_employed,True,straight,white,no_high_school,midwest
1041,Not very masculine,Not at all important,not_employed,False,not_straight,white,high_school,southwest
1042,Somewhat masculine,Somewhat important,not_employed,False,straight,white,graduate,southeast
1043,Somewhat masculine,Somewhat important,not_employed,False,not_straight,white,high_school,west
1044,Somewhat masculine,Not too important,not_employed,False,straight,not_white,high_school,west
1045,Somewhat masculine,Not too important,not_employed,False,straight,white,high_school,midwest
1046,Very masculine,Not too important,not_employed,True,straight,white,high_school,west
1047,Somewhat masculine,Not at all important,employed,False,straight,white,college_graduate,midwest
1048,Very masculine,Not at all important,not_employed,False,straight,not_white,graduate,west
1049,Somewhat masculine,Very important,not_employed,True,straight,white,college_graduate,southwest
1050,Very masculine,Not too important,not_employed,True,straight,white,high_school,southeast
1051,Somewhat masculine,Not too important,employed,True,straight,white,college_graduate,southeast
1052,Somewhat masculine,Not too important,employed,True,not_straight,white,college_graduate,northeast
1053,Somewhat masculine,Somewhat important,employed,True,straight,white,graduate,midwest
1054,Not very masculine,Not too important,not_employed,True,straight,white,high_school,southeast
1055,Somewhat masculine,Not at all important,employed,False,not_straight,white,high_school,midwest
1056,Somewhat masculine,Not too important,not_employed,True,straight,white,graduate,midwest
1057,Very masculine,Somewhat important,not_employed,True,straight,white,high_school,midwest
1058,Very masculine,Not at all important,employed,True,straight,white,graduate,southeast
1059,Very masculine,Somewhat important,not_employed,False,straight,white,high_school,southeast
1060,Somewhat masculine,Not at all important,employed,False,not_straight,white,graduate,northeast
1061,Somewhat masculine,Somewhat important,not_employed,True,straight,white,high_school,southwest
1062,Very masculine,Not at all important,not_employed,True,straight,not_white,college_graduate,northeast
1063,Somewhat masculine,Not too important,not_employed,True,straight,not_white,college_graduate,northeast
1064,Somewhat masculine,Not too important,employed,True,straight,white,graduate,west
1065,Somewhat masculine,Not too important,employed,True,straight,white,graduate,west
1066,Somewhat masculine,Not too important,employed,True,not_straight,white,graduate,northeast
1067,Somewhat masculine,Not too important,employed,True,straight,white,graduate,northeast
1068,Somewhat masculine,Somewhat important,employed,True,straight,not_white,college_graduate,southwest
1069,Very masculine,Not too important,not_employed,True,straight,white,graduate,west
1070,Somewhat masculine,Somewhat important,employed,True,straight,white,graduate,midwest
1071,Somewhat masculine,Somewhat important,not_employed,False,straight,white,graduate,southeast
1072,Very masculine,Not at all important,employed,True,straight,white,graduate,northeast
1073,Very masculine,Somewhat important,employed,False,straight,not_white,high_school,west
1074,Not at all masculine,Not too important,no_answer,True,straight,white,high_school,northeast
1075,Very masculine,Not too important,employed,True,straight,white,high_school,west
1076,Somewhat masculine,Not too important,not_employed,True,straight,white,graduate,west
1077,Somewhat masculine,Not too important,employed,True,straight,white,high_school,midwest
1078,Somewhat masculine,Somewhat important,employed,True,straight,white,high_school,midwest
1079,Somewhat masculine,Somewhat important,not_employed,True,straight,white,graduate,west
1080,Very masculine,Somewhat important,employed,True,straight,white,high_school,southeast
1081,Very masculine,Not too important,not_employed,False,straight,not_white,college_graduate,northeast
1082,Very masculine,Not at all important,not_employed,True,straight,white,college_graduate,west
1083,Very masculine,Not at all important,employed,False,straight,not_white,graduate,southeast
1084,Very masculine,Somewhat important,employed,True,straight,not_white,high_school,northeast
1085,Somewhat masculine,Not too important,not_employed,False,straight,white,graduate,southeast
1086,Somewhat masculine,Somewhat important,employed,False,straight,white,graduate,southeast
1087,Not very masculine,Somewhat important,not_employed,False,straight,white,college_graduate,southeast
1088,Somewhat masculine,Not at all important,employed,False,straight,white,high_school,midwest
1089,Somewhat masculine,Not too important,employed,False,straight,white,high_school,southeast
1090,Very masculine,Not at all important,not_employed,True,straight,white,graduate,northeast
1091,Somewhat masculine,Somewhat important,not_employed,True,straight,white,graduate,northeast
1092,Somewhat masculine,Somewhat important,employed,True,straight,white,graduate,northeast
1093,Very masculine,Very important,not_employed,True,straight,white,college_graduate,southeast
1094,Somewhat masculine,Not too important,not_employed,True,straight,white,graduate,northeast
1095,Very masculine,Not at all important,not_employed,True,straight,white,college_graduate,northeast
1096,Somewhat masculine,Somewhat important,employed,False,straight,white,graduate,northeast
1097,Very masculine,Not at all important,not_employed,True,straight,white,college_graduate,west
1098,Somewhat masculine,Not too important,employed,False,straight,white,high_school,midwest
1099,Somewhat masculine,Somewhat important,employed,True,straight,white,graduate,northeast
1100,No answer,Not at all important,not_employed,True,straight,white,no_high_school,west
1101,Very masculine,Somewhat important,not_employed,True,straight,white,graduate,west
1102,Somewhat masculine,Not too important,not_employed,True,straight,white,college_graduate,northeast
1103,Very masculine,Very important,employed,False,not_straight,white,high_school,west
1104,Very masculine,Somewhat important,employed,True,straight,white,high_school,west
1105,Very masculine,Not too important,employed,True,straight,white,high_school,midwest
1106,Not very masculine,Not too important,employed,False,straight,white,high_school,midwest
1107,Not at all masculine,Somewhat important,employed,False,straight,white,high_school,midwest
1108,Very masculine,Not too important,employed,False,straight,white,high_school,southeast
1109,Somewhat masculine,Somewhat important,employed,True,straight,white,graduate,southeast
1110,Somewhat masculine,Not too important,not_employed,False,not_straight,white,college_graduate,northeast
1111,Somewhat masculine,Very important,employed,True,straight,not_white,high_school,southeast
1112,Somewhat masculine,Not too important,employed,True,straight,not_white,graduate,northeast
1113,Very masculine,Very important,not_employed,True,straight,white,college_graduate,midwest
1114,Very masculine,Somewhat important,not_employed,True,straight,white,college_graduate,west
1115,Not very masculine,Not too important,employed,False,straight,white,high_school,southeast
1116,Very masculine,Very important,employed,True,straight,white,graduate,west
1117,Somewhat masculine,Not too important,not_employed,False,straight,white,high_school,southeast
1118,Somewhat masculine,Not too important,not_employed,True,straight,white,graduate,southeast
1119,Very masculine,Very important,not_employed,False,straight,white,high_school,midwest
1120,Somewhat masculine,Not at all important,employed,False,straight,white,high_school,southeast
1121,Somewhat masculine,Somewhat important,employed,True,straight,white,college_graduate,west
1122,Very masculine,Very important,not_employed,True,straight,not_white,graduate,southeast
1123,Very masculine,Somewhat important,employed,True,straight,white,college_graduate,northeast
1124,Not very masculine,Not too important,employed,True,straight,not_white,high_school,southwest
1125,Very masculine,Very important,not_employed,True,straight,white,high_school,west
1126,Very masculine,Somewhat important,not_employed,True,straight,white,college_graduate,midwest
1127,Very masculine,Not at all important,employed,True,straight,white,high_school,southeast
1128,Somewhat masculine,Somewhat important,not_employed,True,straight,white,college_graduate,southwest
1129,Very masculine,Somewhat important,employed,True,straight,not_white,graduate,midwest
1130,Somewhat masculine,Somewhat important,not_employed,False,not_straight,white,graduate,southwest
1131,Very masculine,Somewhat important,employed,True,straight,white,college_graduate,west
1132,Not very masculine,Somewhat important,not_employed,True,straight,white,college_graduate,midwest
1133,Very masculine,Not too important,employed,True,straight,white,graduate,southeast
1134,Somewhat masculine,Not at all important,employed,True,straight,white,graduate,west
1135,Somewhat masculine,Not at all important,not_employed,True,straight,white,college_graduate,northeast
1136,Not very masculine,Not too important,not_employed,False,straight,white,college_graduate,midwest
1137,Very masculine,Not too important,employed,True,straight,not_white,high_school,west
1138,Very masculine,Not too important,employed,True,straight,white,graduate,southwest
1139,Somewhat masculine,Somewhat important,not_employed,True,straight,white,graduate,midwest
1140,Somewhat masculine,Somewhat important,not_employed,False,straight,white,high_school,southeast
1141,Very masculine,Somewhat important,employed,True,straight,white,high_school,midwest
1142,Very masculine,Somewhat important,not_employed,True,not_straight,white,college_graduate,southeast
1143,Very masculine,Somewhat important,employed,True,straight,white,high_school,midwest
1144,Somewhat masculine,Somewhat important,not_employed,False,not_straight,white,high_school,northeast
1145,Somewhat masculine,Not too important,employed,False,straight,not_white,college_graduate,west
1146,Somewhat masculine,Not too important,employed,True,not_straight,not_white,high_school,west
1147,Somewhat masculine,Somewhat important,not_employed,True,straight,white,graduate,northeast
1148,Somewhat masculine,Not too important,not_employed,True,straight,white,graduate,midwest
1149,Somewhat masculine,Not too important,not_employed,True,straight,white,graduate,midwest
1150,Very masculine,Not at all important,employed,False,straight,white,college_graduate,southeast
1151,Very masculine,Not at all important,employed,True,straight,white,high_school,southeast
1152,Very masculine,Somewhat important,not_employed,False,not_straight,white,high_school,west
1153,Somewhat masculine,Not too important,employed,False,straight,white,college_graduate,southeast
1154,Very masculine,Somewhat important,not_employed,True,straight,white,graduate,midwest
1155,Somewhat masculine,Not too important,employed,True,straight,white,college_graduate,west
1156,Not at all masculine,Not at all important,employed,True,not_straight,white,high_school,west
1157,Somewhat masculine,Not at all important,employed,False,not_straight,white,college_graduate,southeast
1158,Somewhat masculine,Not too important,employed,True,straight,white,high_school,southeast
1159,No answer,Not at all important,not_employed,True,straight,white,high_school,southwest
1160,Not very masculine,Not too important,not_employed,True,straight,white,high_school,southeast
1161,Somewhat masculine,Somewhat important,employed,True,straight,white,high_school,midwest
1162,Somewhat masculine,Somewhat important,employed,True,straight,white,graduate,midwest
1163,Somewhat masculine,Not at all important,employed,True,straight,white,college_graduate,midwest
1164,Somewhat masculine,Somewhat important,employed,True,straight,white,college_graduate,west
1165,Somewhat masculine,Not too important,not_employed,True,straight,not_white,graduate,southwest
1166,Somewhat masculine,Not too important,employed,False,straight,white,high_school,southeast
1167,Somewhat masculine,Not at all important,not_employed,True,straight,white,high_school,west
1168,Not very masculine,Not at all important,not_employed,True,straight,white,high_school,west
1169,Not very masculine,Not at all important,not_employed,False,straight,white,graduate,west
1170,Not at all masculine,Not at all important,not_employed,True,not_straight,white,college_graduate,midwest
1171,Very masculine,Very important,employed,False,no_answer,not_white,high_school,southeast
1172,Very masculine,Not too important,not_employed,True,straight,not_white,high_school,southwest
1173,Very masculine,Very important,employed,True,straight,white,high_school,midwest
1174,Very masculine,Not at all important,employed,True,straight,not_white,no_high_school,northeast
1175,Somewhat masculine,Somewhat important,not_employed,False,not_straight,white,high_school,west
1176,Very masculine,Not too important,not_employed,False,straight,white,high_school,southeast
1177,Somewhat masculine,Somewhat important,not_employed,False,straight,white,college_graduate,northeast
1178,Somewhat masculine,Somewhat important,not_employed,True,straight,not_white,college_graduate,southeast
1179,Somewhat masculine,Somewhat important,not_employed,False,straight,white,high_school,midwest
1180,Not very masculine,Very important,employed,True,straight,white,college_graduate,northeast
1181,Very masculine,Not at all important,not_employed,True,straight,white,high_school,midwest
1182,Somewhat masculine,Somewhat important,employed,False,straight,white,college_graduate,northeast
1183,Very masculine,Not at all important,employed,True,straight,white,college_graduate,northeast
